SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM605907	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d45.LisOva#1, spleen OT1 tg Memory CD8 day 45 Listeria.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
GSM605908	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d45.LisOva#3, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538403	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.VSVOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Mem.Sp.OT1.d45.VSVOva#1, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
GSM538404	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Mem.Sp.OT1.d45.VSVOva#2, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
GSM538405	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d45.VSVOva#3, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
GSM538398	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Mem.Sp#1, Spleen Memory-Phenotype CD8	4- 8+ 25- 44hi 122hi	dissection/trimming
GSM538399	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Mem.Sp#3, Spleen Memory-Phenotype CD8	4- 8+ 25- 44hi 122hi	dissection/trimming
GSM538400	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Mem.Sp#4, Spleen Memory-Phenotype CD8	4- 8+ 25- 44hi 122hi	dissection/trimming
GSM538406	GSE15907	CD8 T cells	T lineage		T.8Nve.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.8Nve.LN#1, Subcutaneous LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538407	GSE15907	CD8 T cells	T lineage		T.8Nve.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.8Nve.LN#2, Subcutaneous LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538408	GSE15907	CD8 T cells	T lineage		T.8Nve.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.8Nve.LN#3, Subcutaneous LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538409	GSE15907	CD8 T cells	T lineage		T.8Nve.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.8Nve.MLN#1, Mesenteric LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538410	GSE15907	CD8 T cells	T lineage		T.8Nve.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.8Nve.MLN#3, Mesenteric LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538411	GSE15907	CD8 T cells	T lineage		T.8Nve.MLN#4	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.8Nve.MLN#4, Mesenteric LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538412	GSE15907	CD8 T cells	T lineage		T.8Nve.PP#1	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	CD11b CD11c CD19 CD25 CD49b Ter119 Gr1		T.8Nve.PP#1, Peyers Patches Naive CD8	TCR+ CD8+ CD44low CD62Lhigh	dissection/trimming
GSM538413	GSE15907	CD8 T cells	T lineage		T.8Nve.PP#2	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	CD11b CD11c CD19 CD25 CD49b Ter119 Gr1		T.8Nve.PP#2, Peyers Patches Naive CD8	TCRb+ CD8+ CD44low CD62L high	dissection/trimming
GSM538414	GSE15907	CD8 T cells	T lineage		T.8Nve.PP#4	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Nve.PP#4, Peyers Patches Naive CD8	TCRb+ CD8+ CD44low CD62Lhigh	dissection/trimming
GSM605909	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp.OT1#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Nve.Sp.OT1#3, spleen OT1 tg Naive CD8 replicate 2	CD8+ CD45.1+	dissection/trimming
GSM605910	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp.OT1#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Nve.Sp.OT1#4, spleen OT1 tg Naive CD8 replicate 4	CD8+ CD45.1+	dissection/trimming
GSM605911	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp.OT1#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Nve.Sp.OT1#5, spleen OT1 tg Naive CD8 replicate 5	CD8+ CD45.1+	dissection/trimming
GSM538415	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Nve.Sp#1, Spleen Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538416	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Nve.Sp#2, Spleen Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM538417	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Nve.Sp#3, Spleen Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
GSM399379	GSE15907	CD8 T cells	T lineage		T.8SP24-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24-.Th#1, CD8 Single-Positive, Mature	4- 8+ TCRhi 24-/lo	dissection/trimming
GSM399380	GSE15907	CD8 T cells	T lineage		T.8SP24-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24-.Th#2, CD8 Single-Positive, Mature	4- 8+ TCRhi 24-/lo	dissection/trimming
GSM399381	GSE15907	CD8 T cells	T lineage		T.8SP24-.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24-.Th#3, CD8 Single-Positive, Mature	4- 8+ TCRhi 24-/lo	dissection/trimming
GSM399382	GSE15907	CD8 T cells	T lineage		T.8SP24int.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24int.Th#1, CD8 Single-Positive, Semimature	4- 8+ TCRhi 24int	dissection/trimming
GSM399383	GSE15907	CD8 T cells	T lineage		T.8SP24int.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24int.Th#2, CD8 Single-Positive, Semimature	4- 8+ TCRhi 24int	dissection/trimming
GSM399384	GSE15907	CD8 T cells	T lineage		T.8SP24int.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24int.Th#3, CD8 Single-Positive, Semimature	4- 8+ TCRhi 24int	dissection/trimming
GSM399385	GSE15907	CD8 T cells	T lineage		T.8SP69+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP69+.Th#1, CD8 Single-Positive, Intermediate	4- 8+ TCRhi 69+	dissection/trimming
GSM399386	GSE15907	CD8 T cells	T lineage		T.8SP69+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP69+.Th#2, CD8 Single-Positive, Intermediate	4- 8+ TCRhi 69+	dissection/trimming
GSM399387	GSE15907	CD8 T cells	T lineage		T.8SP69+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP69+.Th#3, CD8 Single-Positive, Intermediate	4- 8+ TCRhi 69+	dissection/trimming
GSM791154	GSE15907	DN T cells	Pre/Prog/Stem Lineages		T.DN4.Th#4	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		T.DN4.Th#4, DN4 thymocytes	Lin-/lo CD25- CD44- CD28+	dissection/trimming
GSM791155	GSE15907	DN T cells	Pre/Prog/Stem Lineages		T.DN4.Th#5	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		T.DN4.Th#5, DN4 thymocytes	Lin-/lo CD25- CD44- CD28+	dissection/trimming
GSM791156	GSE15907	DN T cells	Pre/Prog/Stem Lineages		T.DN4.Th#6	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		T.DN4.Th#6, DN4 thymocytes	Lin-/lo CD25- CD44- CD28+	dissection/trimming
GSM399391	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP.Th#1, Double-Positive, All	4+ 8+ TCR-/lo 69-	dissection/trimming
GSM399392	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP.Th#2, Double-Positive, All	4+ 8+ TCR-/lo 69-	dissection/trimming
GSM399393	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP.Th#3, Double-Positive, All	4+ 8+ TCR-/lo 69-	dissection/trimming
GSM399394	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP69+.Th#1, Double-Positive, Early Positive Selection	4+ 8+ TCRlo/int 69+	dissection/trimming
GSM399395	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP69+.Th#2, Double-Positive, Early Positive Selection	4+ 8+ TCRlo/int 69+	dissection/trimming
GSM399396	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP69+.Th#3, Double-Positive, Early Positive Selection	4+ 8+ TCRlo/int 69+	dissection/trimming
GSM399397	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPbl.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPbl.Th#1, Double-Positive, Blasts	4+ 8+ TCR-/lo FSChi	dissection/trimming
GSM399398	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPbl.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPbl.Th#2, Double-Positive, Blasts	4+ 8+ TCR-/lo FSChi	dissection/trimming
GSM399399	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPbl.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPbl.Th#3, Double-Positive, Blasts	4+ 8+ TCR-/lo FSChi	dissection/trimming
GSM399400	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPsm.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPsm.Th#1, Double-Positive, Small Resting	4+ 8+ TCR-/lo FSClo	dissection/trimming
GSM399401	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPsm.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPsm.Th#2, Double-Positive, Small Resting	4+ 8+ TCR-/lo FSClo	dissection/trimming
GSM399402	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPsm.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPsm.Th#3, Double-Positive, Small Resting	4+ 8+ TCR-/lo FSClo	dissection/trimming
GSM399403	GSE15907	ISP T cells	T lineage		T.ISP.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.ISP.Th#1, Immature Single-Positive	4- 8+ TCR-/lo 24hi	dissection/trimming
GSM399404	GSE15907	ISP T cells	T lineage		T.ISP.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.ISP.Th#2, Immature Single-Positive	4- 8+ TCR-/lo 24hi	dissection/trimming
GSM399405	GSE15907	ISP T cells	T lineage		T.ISP.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.ISP.Th#3, Immature Single-Positive	4- 8+ TCR-/lo 24hi	dissection/trimming
GSM476672	GSE15907	gd T cells	T lineage		Tgd.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.Sp#1, Spleen TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
GSM476673	GSE15907	gd T cells	T lineage		Tgd.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.Sp#2, Spleen TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
GSM476674	GSE15907	gd T cells	T lineage		Tgd.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.Sp#3, Spleen TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
GSM476675	GSE15907	gd T cells	T lineage		Tgd.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.Th#1, Thymic TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
GSM476676	GSE15907	gd T cells	T lineage		Tgd.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.Th#2, Thymic TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
GSM476677	GSE15907	gd T cells	T lineage		Tgd.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.Th#3, Thymic TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
GSM920616	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24ahi.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24ahi.Th#1, Thymus TCRgammadelta Vg1.1+ CD24hi	TCRd+ Vg1.1+ Vd6.3- CD24hi	dissection/trimming
GSM920617	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24ahi.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24ahi.Th#2, Thymus TCRgammadelta Vg1.1+ CD24hi	TCRd+ Vg1.1+ Vd6.3- CD24hi	dissection/trimming
GSM920618	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24ahi.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24ahi.Th#3, Thymus TCRgammadelta Vg1.1+ CD24hi	TCRd+ Vg1.1+ Vd6.3- CD24hi	dissection/trimming
GSM920622	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24alo.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24alo.Th#1, Thymus TCRgammadelta Vg1.1+ CD24lo	TCRd+ Vg1.1+ Vd6.3- CD24lo	dissection/trimming
GSM920623	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24alo.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24alo.Th#2, Thymus TCRgammadelta Vg1.1+ CD24lo	TCRd+ Vg1.1+ Vd6.3- CD24lo	dissection/trimming
GSM920619	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24ahi.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24ahi.Th#1, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi	TCRd+ Vg1.1+ Vd6.3+ CD24hi	dissection/trimming
GSM920620	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24ahi.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24ahi.Th#2, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi	TCRd+ Vg1.1+ Vd6.3+ CD24hi	dissection/trimming
GSM920621	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24ahi.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24ahi.Th#3, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi	TCRd+ Vg1.1+ Vd6.3+ CD24hi	dissection/trimming
GSM920624	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24alo.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24alo.Th#1, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24lo	TCRd+ Vg1.1+ Vd6.3+ CD24lo	dissection/trimming
GSM920625	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24alo.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24alo.Th#2, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24lo	TCRd+ Vg1.1+ Vd6.3+ CD24lo	dissection/trimming
GSM920626	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24alo.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24alo.Th#3, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24lo	TCRd+ Vg1.1+ Vd6.3+ CD24lo	dissection/trimming
GSM476681	GSE15907	gd T cells	T lineage		Tgd.vg2-.act.Sp#1	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.act.Sp#1, SpleenVg2-, activated	TCRd+ Vg2- CD44+	dissection/trimming
GSM476682	GSE15907	gd T cells	T lineage		Tgd.vg2-.act.Sp#2	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.act.Sp#2, SpleenVg2-, activated	TCRd+ Vg2- CD44+	dissection/trimming
GSM476683	GSE15907	gd T cells	T lineage		Tgd.vg2-.act.Sp#3	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.act.Sp#3, SpleenVg2-, activated	TCRd+ Vg2- CD44+	dissection/trimming
GSM605796	GSE15907	gd T cells	T lineage		Tgd.vg2-.Sp.TCRbko#1	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.Sp.TCRbko#1, spleen TCRd+ Vg2- CD44-	TCRd+ Vg2- CD44-	dissection/trimming
GSM605797	GSE15907	gd T cells	T lineage		Tgd.vg2-.Sp.TCRbko#2	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.Sp.TCRbko#2, spleen TCRd+ Vg2- CD44-	TCRd+ Vg2- CD44-	dissection/trimming
GSM605798	GSE15907	gd T cells	T lineage		Tgd.vg2-.Sp.TCRbko#3	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.Sp.TCRbko#3, spleen TCRd+ Vg2- CD44-	TCRd+ Vg2- CD44-	dissection/trimming
GSM476684	GSE15907	gd T cells	T lineage		Tgd.vg2-.Sp#1	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.Sp#1, SpleenVg2-, resting	TCRd+ Vg2- CD44-	dissection/trimming
GSM476685	GSE15907	gd T cells	T lineage		Tgd.vg2-.Sp#2	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1		Tgd.vg2-.Sp#2, SpleenVg2-, resting	TCRd+ Vg2- CD44-	dissection/trimming
GSM476686	GSE15907	gd T cells	T lineage		Tgd.vg2-.Sp#3	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2-.Sp#3, SpleenVg2-, resting	TCRd+ Vg2- CD44-	dissection/trimming
GSM476678	GSE15907	gd T cells	T lineage		Tgd.vg2+.act.Sp#1	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.act.Sp#1, SpleenVg2+, activated	TCRd+ Vg2+ CD44+	dissection/trimming
GSM476679	GSE15907	gd T cells	T lineage		Tgd.vg2+.act.Sp#2	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.act.Sp#2, SpleenVg2+, activated	TCRd+ Vg2+ CD44+	dissection/trimming
GSM476680	GSE15907	gd T cells	T lineage		Tgd.vg2+.act.Sp#3	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.act.Sp#3, SpleenVg2+, activated	TCRd+ Vg2+ CD44+	dissection/trimming
GSM605790	GSE15907	gd T cells	T lineage		Tgd.vg2+.Sp.TCRbko#1	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.Sp.TCRbko#1, spleen TCRd+ Vg2+ CD44-	TCRd+ Vg2+ CD44-	dissection/trimming
GSM605791	GSE15907	gd T cells	T lineage		Tgd.vg2+.Sp.TCRbko#2	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.Sp.TCRbko#2, spleen TCRd+ Vg2+ CD44-	TCRd+ Vg2+ CD44-	dissection/trimming
GSM605792	GSE15907	gd T cells	T lineage		Tgd.vg2+.Sp.TCRbko#3	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.Sp.TCRbko#3, spleen TCRd+ Vg2+ CD44-	TCRd+ Vg2+ CD44-	dissection/trimming
GSM605787	GSE15907	gd T cells	T lineage		Tgd.vg2+.Sp#4	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.Sp#4, Spleen TCRgammadelta Vg2+ resting	TCRd+ Vg2+ CD44-	dissection/trimming
GSM605788	GSE15907	gd T cells	T lineage		Tgd.vg2+.Sp#5	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.Sp#5, Spleen TCRgammadelta Vg2+ resting	TCRd+ Vg2+ CD44-	dissection/trimming
GSM605789	GSE15907	gd T cells	T lineage		Tgd.vg2+.Sp#6	Mouse	C57BL/6J	Male	5 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.vg2+.Sp#6, Spleen TCRgammadelta Vg2+ resting	TCRd+ Vg2+ CD44-	dissection/trimming
GSM476662	GSE15907	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th#1	Mouse	C57BL/6J	pooled male and female	17 DAYS	fetal thymus	CD4- CD8- NK1.1-		Tgd.vg2+24ahi.e17.Th#1, fetal thymus TCRd+ Vg2+ CD24+	TCRd+ Vg2+ CD24+	dissection/trimming
GSM476660	GSE15907	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th#2	Mouse	C57BL/6J	pooled male and female	17 DAYS	fetal thymus	CD4- CD8- NK1.1-		Tgd.vg2+24ahi.e17.Th#2, fetal thymus TCRd+ Vg2+ CD24+	TCRd+ Vg2+ CD24+	dissection/trimming
GSM476661	GSE15907	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th#3	Mouse	C57BL/6J	pooled male and female	17 DAYS	fetal thymus	CD4- CD8- NK1.1-		Tgd.vg2+24ahi.e17.Th#3, fetal thymus TCRd+ Vg2+ CD24+	TCRd+ Vg2+ CD24+	dissection/trimming
GSM476655	GSE15907	gd T cells	T lineage		Tgd.vg2+24ahi.Th#1	Mouse	C57BL/6J	Male	5 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.vg2+24ahi.Th#1, thymus TCRd+ Vg2+ CD24+	TCRd+ Vg2+ CD24+	dissection/trimming
GSM476656	GSE15907	gd T cells	T lineage		Tgd.vg2+24ahi.Th#2	Mouse	C57BL/6J	Male	5 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.vg2+24ahi.Th#2, thymus TCRd+ Vg2+ CD24+	TCRd+ Vg2+ CD24+	dissection/trimming
GSM476657	GSE15907	gd T cells	T lineage		Tgd.vg2+24ahi.Th#3	Mouse	C57BL/6J	Male	5 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.vg2+24ahi.Th#3, thymus TCRd+ Vg2+ CD24+	TCRd+ Vg2+ CD24+	dissection/trimming
GSM920627	GSE15907	gd T cells	T lineage		Tgd.vg2+24alo.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD8-		Tgd.vg2+24alo.Th#1, Thymus TCRgammadelta Vg2+ CD24lo	TCRd+ Vg2+ CD24lo	dissection/trimming
