ImmGenName	SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
T.8Eff.Sp.OT1.d6.VSVOva#1	GSM538389	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.VSVOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d6.VSVOva#1, spleen OT1 tg effectors CD8 day 6 VSV.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d6.VSVOva#3	GSM538390	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d6.VSVOva#3, spleen OT1 tg effectors CD8 day 6 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d6.VSVOva#4	GSM538391	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d6.VSVOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d6.VSVOva#4, spleen OT1 tg effectors CD8 day 6 VSV.OVA replicate 4	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d8.LisOva#1	GSM605901	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.LisOva#1, spleen OT1 tg effectors CD8 day 8 Listeria.OVA	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d8.LisOva#2	GSM605902	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.LisOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.LisOva#2, spleen OT1 tg effectors CD8 day 8 Listeria.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d8.LisOva#3	GSM605903	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.LisOva#3, spleen OT1 tg effectors CD8 day 8 Listeria.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d8.VSVOva#2	GSM538392	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d8.VSVOva#2, spleen OT1 tg effectors CD8 day 8 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d8.VSVOva#3	GSM538393	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Eff.Sp.OT1.d8.VSVOva#3, spleen OT1 tg effectors CD8 day 8 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
T.8Eff.Sp.OT1.d8.VSVOva#4	GSM538394	GSE15907	CD8 T cells	T lineage		T.8Eff.Sp.OT1.d8.VSVOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Eff.Sp.OT1.d8.VSVOva#4, spleen OT1 tg effectors CD8 day 8 VSV.OVA replicate 4	CD8+ CD45.1+	dissection/trimming
T.8Mem.LN#1	GSM538395	GSE15907	CD8 T cells	T lineage		T.8Mem.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Mem.LN#1, Subcutaneous LN Memory-Phenotype CD8	CD8 TCRb CD44high CD122high	dissection/trimming
T.8Mem.LN#2	GSM538396	GSE15907	CD8 T cells	T lineage		T.8Mem.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Mem.LN#2, Subcutaneous LN Memory-Phenotype CD8	CD8 TCRb CD44high CD122high	dissection/trimming
T.8Mem.LN#3	GSM538397	GSE15907	CD8 T cells	T lineage		T.8Mem.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Mem.LN#3, Subcutaneous LN Memory-Phenotype CD8	CD8 TCRb CD44high CD122high	dissection/trimming
T.8Mem.Sp.OT1.d100.LisOva#1	GSM605904	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d100.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d100.LisOva#1, spleen OT1 tg Memory CD8 day 100 Listeria.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d100.LisOva#3	GSM605905	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d100.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d100.LisOva#3, spleen OT1 tg Memory CD8 day 105 Lis.OVA repliacate 3	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d100.LisOva#4	GSM605906	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d100.LisOva#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d100.LisOva#4, spleen OT1 tg Memory CD8 day 100 Lis.OVA repliacate 4	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d106.VSVOva#2	GSM538401	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d106.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d106.VSVOva#2, spleen OT1 tg Memory CD8 day 106 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d106.VSVOva#3	GSM538402	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d106.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d106.VSVOva#3, spleen OT1 tg Memory CD8 day 106 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d45.LisOva#1	GSM605907	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.LisOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d45.LisOva#1, spleen OT1 tg Memory CD8 day 45 Listeria.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d45.LisOva#3	GSM605908	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.LisOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d45.LisOva#3, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d45.VSVOva#1	GSM538403	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.VSVOva#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Mem.Sp.OT1.d45.VSVOva#1, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 1	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d45.VSVOva#2	GSM538404	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.VSVOva#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCI- P.I.-		T.8Mem.Sp.OT1.d45.VSVOva#2, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 2	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp.OT1.d45.VSVOva#3	GSM538405	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp.OT1.d45.VSVOva#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Mem.Sp.OT1.d45.VSVOva#3, spleen OT1 tg Memory CD8 day 45 VSV.OVA replicate 3	CD8+ CD45.1+	dissection/trimming
T.8Mem.Sp#1	GSM538398	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Mem.Sp#1, Spleen Memory-Phenotype CD8	4- 8+ 25- 44hi 122hi	dissection/trimming
T.8Mem.Sp#3	GSM538399	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Mem.Sp#3, Spleen Memory-Phenotype CD8	4- 8+ 25- 44hi 122hi	dissection/trimming
T.8Mem.Sp#4	GSM538400	GSE15907	CD8 T cells	T lineage		T.8Mem.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Mem.Sp#4, Spleen Memory-Phenotype CD8	4- 8+ 25- 44hi 122hi	dissection/trimming
T.8Nve.LN#1	GSM538406	GSE15907	CD8 T cells	T lineage		T.8Nve.LN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.8Nve.LN#1, Subcutaneous LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.LN#2	GSM538407	GSE15907	CD8 T cells	T lineage		T.8Nve.LN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.8Nve.LN#2, Subcutaneous LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.LN#3	GSM538408	GSE15907	CD8 T cells	T lineage		T.8Nve.LN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	11c- 19- 49b- Gr1- TER119-		T.8Nve.LN#3, Subcutaneous LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.MLN#1	GSM538409	GSE15907	CD8 T cells	T lineage		T.8Nve.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.8Nve.MLN#1, Mesenteric LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.MLN#3	GSM538410	GSE15907	CD8 T cells	T lineage		T.8Nve.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.8Nve.MLN#3, Mesenteric LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.MLN#4	GSM538411	GSE15907	CD8 T cells	T lineage		T.8Nve.MLN#4	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	11c- 19- 49b- Gr1- TER119-		T.8Nve.MLN#4, Mesenteric LN Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.PP#1	GSM538412	GSE15907	CD8 T cells	T lineage		T.8Nve.PP#1	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	CD11b CD11c CD19 CD25 CD49b Ter119 Gr1		T.8Nve.PP#1, Peyers Patches Naive CD8	TCR+ CD8+ CD44low CD62Lhigh	dissection/trimming
T.8Nve.PP#2	GSM538413	GSE15907	CD8 T cells	T lineage		T.8Nve.PP#2	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	CD11b CD11c CD19 CD25 CD49b Ter119 Gr1		T.8Nve.PP#2, Peyers Patches Naive CD8	TCRb+ CD8+ CD44low CD62L high	dissection/trimming
T.8Nve.PP#4	GSM538414	GSE15907	CD8 T cells	T lineage		T.8Nve.PP#4	Mouse	C57BL/6J	Male	6 WEEKS	Peyer's patches	PI CD4 CD11b CD11c CD19 CD25 CD49b Gr-1 Ter119		T.8Nve.PP#4, Peyers Patches Naive CD8	TCRb+ CD8+ CD44low CD62Lhigh	dissection/trimming
T.8Nve.Sp.OT1#3	GSM605909	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp.OT1#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Nve.Sp.OT1#3, spleen OT1 tg Naive CD8 replicate 2	CD8+ CD45.1+	dissection/trimming
T.8Nve.Sp.OT1#4	GSM605910	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp.OT1#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Nve.Sp.OT1#4, spleen OT1 tg Naive CD8 replicate 4	CD8+ CD45.1+	dissection/trimming
T.8Nve.Sp.OT1#5	GSM605911	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp.OT1#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	B220- CD45.2- Gr-1- NK1.1- CD4- MHCII- P.I.-		T.8Nve.Sp.OT1#5, spleen OT1 tg Naive CD8 replicate 5	CD8+ CD45.1+	dissection/trimming
T.8Nve.Sp#1	GSM538415	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Nve.Sp#1, Spleen Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.Sp#2	GSM538416	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Nve.Sp#2, Spleen Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8Nve.Sp#3	GSM538417	GSE15907	CD8 T cells	T lineage		T.8Nve.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	11c- 19- 49b- Gr1- TER119-		T.8Nve.Sp#3, Spleen Naive CD8	4- 8+ 25- 62Lhi 44lo	dissection/trimming
T.8SP24-.Th#1	GSM399379	GSE15907	CD8 T cells	T lineage		T.8SP24-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24-.Th#1, CD8 Single-Positive, Mature	4- 8+ TCRhi 24-/lo	dissection/trimming
T.8SP24-.Th#2	GSM399380	GSE15907	CD8 T cells	T lineage		T.8SP24-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24-.Th#2, CD8 Single-Positive, Mature	4- 8+ TCRhi 24-/lo	dissection/trimming
T.8SP24-.Th#3	GSM399381	GSE15907	CD8 T cells	T lineage		T.8SP24-.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24-.Th#3, CD8 Single-Positive, Mature	4- 8+ TCRhi 24-/lo	dissection/trimming
T.8SP24int.Th#1	GSM399382	GSE15907	CD8 T cells	T lineage		T.8SP24int.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24int.Th#1, CD8 Single-Positive, Semimature	4- 8+ TCRhi 24int	dissection/trimming
T.8SP24int.Th#2	GSM399383	GSE15907	CD8 T cells	T lineage		T.8SP24int.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24int.Th#2, CD8 Single-Positive, Semimature	4- 8+ TCRhi 24int	dissection/trimming
T.8SP24int.Th#3	GSM399384	GSE15907	CD8 T cells	T lineage		T.8SP24int.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP24int.Th#3, CD8 Single-Positive, Semimature	4- 8+ TCRhi 24int	dissection/trimming
T.8SP69+.Th#1	GSM399385	GSE15907	CD8 T cells	T lineage		T.8SP69+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP69+.Th#1, CD8 Single-Positive, Intermediate	4- 8+ TCRhi 69+	dissection/trimming
T.8SP69+.Th#2	GSM399386	GSE15907	CD8 T cells	T lineage		T.8SP69+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP69+.Th#2, CD8 Single-Positive, Intermediate	4- 8+ TCRhi 69+	dissection/trimming
T.8SP69+.Th#3	GSM399387	GSE15907	CD8 T cells	T lineage		T.8SP69+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.8SP69+.Th#3, CD8 Single-Positive, Intermediate	4- 8+ TCRhi 69+	dissection/trimming
T.DN4.Th#4	GSM791154	GSE15907	DN T cells	Pre/Prog/Stem Lineages		T.DN4.Th#4	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		T.DN4.Th#4, DN4 thymocytes	Lin-/lo CD25- CD44- CD28+	dissection/trimming
T.DN4.Th#5	GSM791155	GSE15907	DN T cells	Pre/Prog/Stem Lineages		T.DN4.Th#5	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		T.DN4.Th#5, DN4 thymocytes	Lin-/lo CD25- CD44- CD28+	dissection/trimming
T.DN4.Th#6	GSM791156	GSE15907	DN T cells	Pre/Prog/Stem Lineages		T.DN4.Th#6	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Lin= CD4, CD8a, TCRb, TCRgd, CD11b, CD11c, NK1.1, Gr1, CD19, Ter119		T.DN4.Th#6, DN4 thymocytes	Lin-/lo CD25- CD44- CD28+	dissection/trimming
T.DP.Th#1	GSM399391	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP.Th#1, Double-Positive, All	4+ 8+ TCR-/lo 69-	dissection/trimming
T.DP.Th#2	GSM399392	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP.Th#2, Double-Positive, All	4+ 8+ TCR-/lo 69-	dissection/trimming
T.DP.Th#3	GSM399393	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP.Th#3, Double-Positive, All	4+ 8+ TCR-/lo 69-	dissection/trimming
T.DP69+.Th#1	GSM399394	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP69+.Th#1, Double-Positive, Early Positive Selection	4+ 8+ TCRlo/int 69+	dissection/trimming
T.DP69+.Th#2	GSM399395	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP69+.Th#2, Double-Positive, Early Positive Selection	4+ 8+ TCRlo/int 69+	dissection/trimming
T.DP69+.Th#3	GSM399396	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DP69+.Th#3, Double-Positive, Early Positive Selection	4+ 8+ TCRlo/int 69+	dissection/trimming
T.DPbl.Th#1	GSM399397	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPbl.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPbl.Th#1, Double-Positive, Blasts	4+ 8+ TCR-/lo FSChi	dissection/trimming
T.DPbl.Th#2	GSM399398	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPbl.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPbl.Th#2, Double-Positive, Blasts	4+ 8+ TCR-/lo FSChi	dissection/trimming
T.DPbl.Th#3	GSM399399	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPbl.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPbl.Th#3, Double-Positive, Blasts	4+ 8+ TCR-/lo FSChi	dissection/trimming
T.DPsm.Th#1	GSM399400	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPsm.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPsm.Th#1, Double-Positive, Small Resting	4+ 8+ TCR-/lo FSClo	dissection/trimming
T.DPsm.Th#2	GSM399401	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPsm.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPsm.Th#2, Double-Positive, Small Resting	4+ 8+ TCR-/lo FSClo	dissection/trimming
T.DPsm.Th#3	GSM399402	GSE15907	DP T cells	Pre/Prog/Stem Lineages		T.DPsm.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.DPsm.Th#3, Double-Positive, Small Resting	4+ 8+ TCR-/lo FSClo	dissection/trimming
T.ISP.Th#1	GSM399403	GSE15907	ISP T cells	T lineage		T.ISP.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.ISP.Th#1, Immature Single-Positive	4- 8+ TCR-/lo 24hi	dissection/trimming
T.ISP.Th#2	GSM399404	GSE15907	ISP T cells	T lineage		T.ISP.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.ISP.Th#2, Immature Single-Positive	4- 8+ TCR-/lo 24hi	dissection/trimming
T.ISP.Th#3	GSM399405	GSE15907	ISP T cells	T lineage		T.ISP.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	11b- 11c- 19- 49b- Gr1- TER119-		T.ISP.Th#3, Immature Single-Positive	4- 8+ TCR-/lo 24hi	dissection/trimming
Tgd.Sp#1	GSM476672	GSE15907	gd T cells	T lineage		Tgd.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.Sp#1, Spleen TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
Tgd.Sp#2	GSM476673	GSE15907	gd T cells	T lineage		Tgd.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.Sp#2, Spleen TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
Tgd.Sp#3	GSM476674	GSE15907	gd T cells	T lineage		Tgd.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	CD4- CD8- NK1.1-		Tgd.Sp#3, Spleen TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
Tgd.Th#1	GSM476675	GSE15907	gd T cells	T lineage		Tgd.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.Th#1, Thymic TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
Tgd.Th#2	GSM476676	GSE15907	gd T cells	T lineage		Tgd.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.Th#2, Thymic TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
Tgd.Th#3	GSM476677	GSE15907	gd T cells	T lineage		Tgd.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	CD4- CD8- NK1.1-		Tgd.Th#3, Thymic TCRgamma-delta, all DN	TCRd+ CD3e+	dissection/trimming
Tgd.vg1+vd6-24ahi.Th#1	GSM920616	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24ahi.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24ahi.Th#1, Thymus TCRgammadelta Vg1.1+ CD24hi	TCRd+ Vg1.1+ Vd6.3- CD24hi	dissection/trimming
Tgd.vg1+vd6-24ahi.Th#2	GSM920617	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24ahi.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24ahi.Th#2, Thymus TCRgammadelta Vg1.1+ CD24hi	TCRd+ Vg1.1+ Vd6.3- CD24hi	dissection/trimming
Tgd.vg1+vd6-24ahi.Th#3	GSM920618	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24ahi.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24ahi.Th#3, Thymus TCRgammadelta Vg1.1+ CD24hi	TCRd+ Vg1.1+ Vd6.3- CD24hi	dissection/trimming
Tgd.vg1+vd6-24alo.Th#1	GSM920622	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24alo.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24alo.Th#1, Thymus TCRgammadelta Vg1.1+ CD24lo	TCRd+ Vg1.1+ Vd6.3- CD24lo	dissection/trimming
Tgd.vg1+vd6-24alo.Th#2	GSM920623	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6-24alo.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6-24alo.Th#2, Thymus TCRgammadelta Vg1.1+ CD24lo	TCRd+ Vg1.1+ Vd6.3- CD24lo	dissection/trimming
Tgd.vg1+vd6+24ahi.Th#1	GSM920619	GSE15907	gd T cells	T lineage		Tgd.vg1+vd6+24ahi.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Tgd.vg1+vd6+24ahi.Th#1, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi	TCRd+ Vg1.1+ Vd6.3+ CD24hi	dissection/trimming
